rank_overall,performance,date,length,name,nationality,yob,rank_edition,gender,rank_gender,age_cat,rank_cat,finish_hours,year,tier
2286,29:31:35 h,06.-12.04.2014,244km/6stages,"Riudavets Gomila, Raul",ESP,1973.0,35,M,34,M40,12,29.52638888888889,2014,ELITE
2287,29:31:43 h,30.03.-04.04.2009,202.2km/4stages,"Mayo, Kevin",GBR,1962.0,176,M,165,M45,31,29.52861111111111,2009,ELITE
2288,29:32:05 h,06.-12.04.2014,244km/6stages,"Peel, Stephen",GBR,1966.0,36,M,35,M45,4,29.534722222222225,2014,ELITE
2289,29:32:05 h,10.-16.04.2016,257km/6stages,"Olmo, Marco",ITA,1948.0,28,M,26,M65,1,29.534722222222225,2016,ELITE
2290,29:32:14 h,04.-10.04.1995,230km/6stages,"Ansault, Laurent",FRA,,68,M,66,#NA,,29.537222222222223,1995,ELITE
2291,29:32:16 h,29.03.-04.04.1998,229km/6stages,"Ishii, Tatsuo",JPN,1951.0,78,M,75,M45,7,29.53777777777778,1998,ELITE
2292,29:32:34 h,30.03.-05.04.2008,245.3km/6stages,"Mosta, Karim",MAR,1954.0,56,M,55,M50,5,29.54277777777778,2008,ELITE
2293,29:32:34 h,30.03.-05.04.2008,245.3km/6stages,"Gardenes Cliville, Josep Antoni",ESP,1954.0,57,M,55,M50,5,29.54277777777778,2008,ELITE
2294,29:32:35 h,05.-15.04.2013,250.7km/6stages,"Vallette, Eric",FRA,1962.0,86,M,81,M50,5,29.543055555555558,2013,ELITE
2295,29:32:40 h,07.-13.04.2002,230km/6stages,"Rivoire, Lionel",FRA,1953.0,113,M,109,M45,18,29.544444444444448,2002,ELITE
2296,29:32:40 h,04.-14.04.2024,250km/6stages,"Nichol, Jason",IRL,1982.0,29,M,27,M40,6,29.544444444444448,2024,ELITE
2297,29:32:48 h,04.-10.04.1995,230km/6stages,"Hambleton, Darren",GBR,,69,M,67,#NA,,29.546666666666667,1995,ELITE
2298,29:32:49 h,06.-13.04.2025,250km/6stages,"Cheung, Ting-Ho",HKG,1990.0,38,M,36,M35,7,29.546944444444446,2025,ELITE
2299,29:32:55 h,25.-31.03.2007,221km/6stages,"Bourgery, Sylvain",FRA,1962.0,106,M,98,M45,17,29.548611111111114,2007,ELITE
2300,29:33:02 h,07.-12.04.1997,220km/6stages,"Giroud, Herve",FRA,,117,M,112,#NA,,29.550555555555555,1997,ELITE
2301,29:33:10 h,03.-12.04.1988,220km/6stages,"Dubon, Guy",FRA,,91,M,87,#NA,,29.552777777777777,1988,ELITE
2302,29:33:15 h,19.-25.03.1989,209km/6stages,"Billon, Daniel",FRA,1962.0,65,M,59,M20,7,29.554166666666667,1989,ELITE
2303,29:33:17 h,06.-12.04.2003,243km/6stages,"Travers, Jerome",FRA,1974.0,51,M,51,M20,9,29.554722222222225,2003,ELITE
2304,29:33:32 h,07.-13.04.2019,237km/6stages,"Polatynski, Daniel",POL,1989.0,82,M,78,M30,16,29.55888888888889,2019,ELITE
2305,29:34:13 h,09.-15.04.2017,250km/6stages,"Lliteres Barcelo, Pep",ESP,1978.0,71,M,65,M35,15,29.57027777777778,2017,ELITE
2306,29:34:20 h,25.-31.03.2007,221km/6stages,"Kabache, Abd El Kader",FRA,1956.0,107,M,99,M50,10,29.572222222222223,2007,ELITE
2307,29:34:24 h,02.-12.04.1999,225km/6stages,"Bouix, Daniel",FRA,1957.0,146,M,137,M40,25,29.573333333333334,1999,ELITE
2308,29:34:26 h,03.-09.10.2021,234km/6stages,"Vabishchevich, Aliaksander",BLR,1973.0,14,M,14,M45,2,29.573888888888888,2021,ELITE
2309,29:34:37 h,05.-15.04.2013,250.7km/6stages,"Plantefeve, Gaetan",FRA,1971.0,87,M,82,M40,19,29.576944444444443,2013,ELITE
2310,29:34:39 h,09.-15.04.2006,212km/6stages,"Martel, Julien",FRA,1979.0,95,M,91,M20,16,29.5775,2006,ELITE
2311,29:34:50 h,30.03.-04.04.2009,202.2km/4stages,"Naylor, Jonathan-Richard",GBR,1971.0,177,M,166,M35,44,29.580555555555556,2009,ELITE
2312,29:34:53 h,19.-25.03.1989,209km/6stages,"Cresci, Francois",FRA,1947.0,66,M,60,M40,5,29.58138888888889,1989,ELITE
2313,29:34:54 h,09.-15.04.2017,250km/6stages,"Collins, Charles",GBR,1989.0,72,M,66,M20,9,29.581666666666667,2017,ELITE
2314,29:34:59 h,15.-24.03.1990,220km/6stages,"Battistelli, Marie-Claude",FRA,,70,F,6,#NA,,29.583055555555557,1990,ELITE
2315,29:35:19 h,19.-25.03.1989,209km/6stages,"Atoui, Bouhadjar",FRA,,67,M,61,#NA,,29.58861111111111,1989,ELITE
2316,29:35:25 h,25.-31.03.2007,221km/6stages,"Bravo Gonzalez, Jose",ESP,1953.0,108,M,100,M50,11,29.590277777777775,2007,ELITE
2317,29:35:33 h,07.-13.04.2002,230km/6stages,"Smale, David",GBR,1960.0,114,M,110,M40,23,29.592499999999998,2002,ELITE
2318,29:35:40 h,29.03.-04.04.1998,229km/6stages,"Loy, Christian",FRA,,79,M,76,#NA,,29.594444444444445,1998,ELITE
2319,29:35:45 h,30.03.-04.04.2009,202.2km/4stages,"Chevillot, Francky",FRA,1968.0,178,M,167,M40,38,29.59583333333333,2009,ELITE
2320,29:35:47 h,30.03.-05.04.2008,245.3km/6stages,"Marson, Yves",LUX,1970.0,58,M,57,M35,20,29.59638888888889,2008,ELITE
2321,29:36:03 h,10.-16.04.2005,245.7km/6stages,"Kayser-Diederich, Simone",LUX,1955.0,47,F,1,W50,1,29.600833333333334,2005,ELITE
2322,29:36:03 h,10.-16.04.2005,245.7km/6stages,"Kayser, Marc",LUX,1955.0,48,M,47,M50,3,29.600833333333334,2005,ELITE
2323,29:36:05 h,10.-16.04.2016,257km/6stages,"Cromie, Peter",GBR,1972.0,29,M,27,M40,8,29.60138888888889,2016,ELITE
2324,29:36:07 h,30.03.-05.04.2008,245.3km/6stages,"de Buchere, Emmanuel",FRA,1969.0,59,M,58,M35,21,29.601944444444445,2008,ELITE
2325,29:36:50 h,29.03.-04.04.1998,229km/6stages,"Bakhtar, Lahcen",MAR,,80,M,77,#NA,,29.61388888888889,1998,ELITE
2326,29:36:50 h,09.-15.04.2017,250km/6stages,"Hill, Jennifer",GBR,1982.0,73,F,7,W35,3,29.61388888888889,2017,ELITE
2327,29:36:53 h,06.-12.04.2003,243km/6stages,"Boisseau, Bruno",FRA,1963.0,52,M,52,M40,12,29.614722222222223,2003,ELITE
2328,29:36:57 h,21.04.-01.05.2023,250km/6stages,"de Couesnongle, Hugues-Marie",FRA,1983.0,17,M,15,M40,3,29.615833333333335,2023,ELITE
2329,29:37:01 h,05.-11.04.2015,249km/6stages,"Sleuyter, Kenneth",BEL,1981.0,46,M,45,M30,11,29.616944444444446,2015,ELITE
2330,29:37:04 h,15.-24.03.1990,220km/6stages,"Frussotte, Monique",FRA,1948.0,71,F,7,W40,2,29.61777777777778,1990,ELITE
2331,29:37:05 h,07.-12.04.1997,220km/6stages,"Gronning, Sten",DEN,,118,M,113,#NA,,29.618055555555557,1997,ELITE
2332,29:37:23 h,09.-15.04.2017,250km/6stages,"Lociciro, Arnaud",FRA,1988.0,74,M,67,M20,10,29.623055555555556,2017,ELITE
2333,29:37:25 h,30.03.-04.04.2009,202.2km/4stages,"Lear, Richard",GBR,1987.0,179,M,168,M20,14,29.62361111111111,2009,ELITE
2334,29:37:28 h,06.-12.04.2014,244km/6stages,"Canalicchio, Maurizio",ITA,1972.0,37,M,36,M40,13,29.624444444444446,2014,ELITE
2335,29:37:30 h,25.-31.03.2007,221km/6stages,"Wolfenden, Michael",GBR,1957.0,109,M,101,M50,12,29.625,2007,ELITE
2336,29:38:05 h,09.-15.04.2017,250km/6stages,"Crommelinck, Gauthier",BEL,1980.0,75,M,68,M35,16,29.634722222222223,2017,ELITE
2337,29:38:15 h,03.-09.04.2011,250.7km/6stages,"Bustillo Rodriguez, Jose Maria",ESP,1973.0,33,M,30,M35,9,29.6375,2011,ELITE
2338,29:38:16 h,07.-12.04.1997,220km/6stages,"Hoy, Richard",GBR,,119,M,114,#NA,,29.637777777777778,1997,ELITE
2339,29:38:23 h,05.-15.04.2013,250.7km/6stages,"Miron, Charles",CAN,1978.0,88,M,83,M35,18,29.639722222222222,2013,ELITE
2340,29:38:25 h,06.-13.04.2025,250km/6stages,"Bitoh, Tomomi",JPN,1990.0,39,F,3,W35,2,29.640277777777776,2025,ELITE
2341,29:38:27 h,25.03.-04.04.2022,250km/6stages,"Vilaseca Portas, Manuela",ESP,1979.0,55,F,5,W40,2,29.640833333333333,2022,ELITE
2342,29:38:28 h,02.-12.04.1999,225km/6stages,"Sasse, Karim",FRA,1960.0,147,M,138,M35,20,29.641111111111112,1999,ELITE
2343,29:38:30 h,07.-13.04.2019,237km/6stages,"Hounsfield, Thomas",GBR,1985.0,83,M,79,M30,17,29.641666666666666,2019,ELITE
2344,29:38:33 h,05.-15.04.2013,250.7km/6stages,"Yacoubi, Nasser",FRA,1970.0,89,M,84,M40,20,29.6425,2013,ELITE
2345,29:38:34 h,06.-12.04.2014,244km/6stages,"Ceppi, Christian",SUI,1976.0,38,M,37,M35,9,29.642777777777777,2014,ELITE
2346,29:38:52 h,30.03.-04.04.2009,202.2km/4stages,"Brun, Daniel",FRA,1963.0,180,M,169,M45,32,29.647777777777776,2009,ELITE
2347,29:39:00 h,03.-09.04.2011,250.7km/6stages,"Verrier, Benoit",FRA,1985.0,34,M,31,M20,3,29.65,2011,ELITE
2348,29:39:00 h,21.04.-01.05.2023,250km/6stages,"Fiford, Robert",GBR,1989.0,18,M,16,M30,5,29.65,2023,ELITE
2349,29:39:01 h,07.-12.04.1997,220km/6stages,"Pallardy, Yves",FRA,1943.0,120,M,115,M50,6,29.650277777777777,1997,ELITE
2350,29:39:51 h,21.04.-01.05.2023,250km/6stages,"Bitoh, Tomomi",JPN,1990.0,19,F,3,W30,2,29.664166666666667,2023,ELITE
2351,29:40:04 h,09.-15.04.2006,212km/6stages,"Mauger, Jean-Marie",FRA,1961.0,96,M,92,M45,14,29.66777777777778,2006,ELITE
2352,29:40:04 h,29.03.-04.04.1998,229km/6stages,"Lauber, Pascal",SUI,1971.0,81,M,78,M20,7,29.66777777777778,1998,ELITE
2353,29:40:17 h,04.-10.04.1995,230km/6stages,"Julien, Pascal",FRA,,70,M,68,#NA,,29.67138888888889,1995,ELITE
2354,29:40:19 h,05.-11.04.2015,249km/6stages,"Watson, Anna-Marie",GBR,1979.0,47,F,2,W35,2,29.671944444444446,2015,ELITE
2355,29:40:21 h,09.-15.04.2017,250km/6stages,"Ellert, Philipp",GER,1987.0,76,M,69,M30,9,29.6725,2017,ELITE
2356,29:40:23 h,29.03.-04.04.1998,229km/6stages,"Babey, Laurent",FRA,,82,M,79,#NA,,29.673055555555557,1998,ELITE
2357,29:40:40 h,30.03.-04.04.2009,202.2km/4stages,"Lansdell, Andrew",GBR,1961.0,181,M,170,M45,33,29.67777777777778,2009,ELITE
2358,29:40:56 h,09.-15.04.2017,250km/6stages,"Spence, David",GBR,1968.0,77,M,70,M45,18,29.682222222222222,2017,ELITE
2359,29:40:58 h,30.03.-04.04.2009,202.2km/4stages,"Madl, Terence",USA,1954.0,182,M,171,M55,5,29.68277777777778,2009,ELITE
2360,29:40:58 h,30.03.-04.04.2009,202.2km/4stages,"Pitcher, Charles",GBR,1963.0,182,M,171,M45,34,29.68277777777778,2009,ELITE
2361,29:41:05 h,02.-12.04.1999,225km/6stages,"Bange, Rene Denis",FRA,,148,M,139,#NA,,29.684722222222224,1999,ELITE
2362,29:41:11 h,09.-15.04.2006,212km/6stages,"de Valens, Fabrice",FRA,1971.0,97,M,93,M35,19,29.68638888888889,2006,ELITE
2363,29:41:27 h,06.-12.04.2014,244km/6stages,"van Reeth, Weking",BEL,1981.0,39,M,38,M30,5,29.690833333333334,2014,ELITE
2364,29:41:28 h,19.-25.03.1989,209km/6stages,"Favre, Jean",FRA,,68,M,62,#NA,,29.691111111111113,1989,ELITE
2365,29:41:34 h,08.-14.04.2012,250.7km/6stages,"Malinowski, Zbigniew",POL,1954.0,48,M,43,M55,1,29.692777777777778,2012,ELITE
2366,29:42:00 h,29.03.-04.04.1998,229km/6stages,"Scaramelli, Piergiorgio",ITA,1952.0,83,M,80,M45,8,29.7,1998,ELITE
2367,29:42:01 h,30.03.-04.04.2009,202.2km/4stages,"Mates Buxeda, Marc",ESP,1971.0,184,M,173,M35,45,29.700277777777778,2009,ELITE
2368,29:42:04 h,03.-09.04.2011,250.7km/6stages,"Linschooten, Jolanda",NED,1966.0,35,F,4,W45,1,29.70111111111111,2011,ELITE
2369,29:42:11 h,07.-13.04.2002,230km/6stages,"Frydendal, Jan",DEN,1960.0,115,M,111,M40,24,29.703055555555554,2002,ELITE
2370,29:42:20 h,06.-12.04.2014,244km/6stages,"Schager, Reinhold",AUT,1974.0,40,M,39,M40,14,29.705555555555556,2014,ELITE
2371,29:42:20 h,25.03.-04.04.2022,250km/6stages,"de Gelder, Tom",BEL,1995.0,56,M,51,M20,7,29.705555555555556,2022,ELITE
2372,29:42:30 h,25.-31.03.2007,221km/6stages,"Meteau, Rodolphe",FRA,1969.0,110,M,102,M35,26,29.708333333333332,2007,ELITE
2373,29:42:32 h,07.-13.04.2019,237km/6stages,"Woolley, James",GBR,1984.0,84,M,80,M35,15,29.70888888888889,2019,ELITE
2374,29:42:34 h,06.-13.04.2025,250km/6stages,"Rock, Jamie",GBR,1989.0,40,M,37,M35,8,29.709444444444443,2025,ELITE
2375,29:42:49 h,03.-09.04.2011,250.7km/6stages,"Zaid, Abdessadek",MAR,1975.0,36,M,32,M35,10,29.71361111111111,2011,ELITE
2376,29:42:57 h,29.03.-04.04.1998,229km/6stages,"Julien, Jean-Michel",FRA,1963.0,84,M,81,M35,14,29.715833333333332,1998,ELITE
2377,29:42:58 h,05.-11.04.2015,249km/6stages,"Vian, Andrew",GBR,1972.0,48,M,46,M40,13,29.71611111111111,2015,ELITE
2378,29:43:07 h,06.-12.04.2003,243km/6stages,"Cauchois, Olivier",FRA,1969.0,53,M,53,M30,14,29.71861111111111,2003,ELITE
2379,29:43:16 h,02.-12.04.2010,245km/6stages,"Quentin, Niki",MRI,1980.0,31,M,31,M30,6,29.72111111111111,2010,ELITE
2380,29:43:28 h,09.-15.04.2006,212km/6stages,"Vetter, Rolf",SUI,1965.0,98,M,94,M40,23,29.724444444444444,2006,ELITE
2381,29:43:30 h,01.-07.04.2001,243km/6stages,"Neveux, Pascal",FRA,1957.0,35,M,32,M40,8,29.724999999999998,2001,ELITE
2382,29:43:38 h,30.03.-05.04.2008,245.3km/6stages,"Chapman, Peter",GBR,1957.0,60,M,59,M50,7,29.72722222222222,2008,ELITE
2383,29:43:45 h,09.-15.04.2017,250km/6stages,"Azzouz, Mohamed",MAR,1967.0,78,M,71,M50,7,29.729166666666664,2017,ELITE
2384,29:43:46 h,30.03.-04.04.2009,202.2km/4stages,"Canderle, Sebastian",FRA,1969.0,185,M,174,M40,39,29.729444444444443,2009,ELITE
2385,29:43:59 h,25.03.-04.04.2022,250km/6stages,"Caeymaex, Guillaume",BEL,1981.0,57,M,52,M40,11,29.733055555555556,2022,ELITE
2386,29:44:04 h,25.03.-04.04.2022,250km/6stages,"Manenti, Massimo",ITA,1971.0,58,M,53,M50,6,29.734444444444446,2022,ELITE
2387,29:44:11 h,02.-12.04.2010,245km/6stages,"Aguilera Viladomiu, Monica",ESP,1974.0,32,F,1,W35,1,29.73638888888889,2010,ELITE
2388,29:44:17 h,29.03.-04.04.1998,229km/6stages,"Rodriguez, Oscar",FRA,1957.0,85,M,82,M40,10,29.738055555555558,1998,ELITE
2389,29:44:20 h,06.-13.04.2025,250km/6stages,"Fors, Jonathan",SWE,1999.0,41,M,38,M20,7,29.73888888888889,2025,ELITE
2390,29:44:23 h,06.-12.04.2003,243km/6stages,"Musazzi, Simone",ITA,1969.0,54,M,54,M30,15,29.739722222222223,2003,ELITE
2391,29:44:24 h,09.-15.04.2017,250km/6stages,"Cerisier, Nicolas",FRA,1983.0,79,M,72,M30,10,29.740000000000002,2017,ELITE
2392,29:44:31 h,07.-12.04.1997,220km/6stages,"Blanco Mancebo, Faustino",ESP,1961.0,121,M,116,M35,15,29.741944444444446,1997,ELITE
2393,29:44:34 h,06.-12.04.2014,244km/6stages,"Pearce-Higgins, Alfred",GBR,1988.0,41,M,40,M20,5,29.74277777777778,2014,ELITE
2394,29:44:37 h,07.-13.04.2002,230km/6stages,"Koehren, Albert",FRA,1958.0,116,M,112,M40,25,29.74361111111111,2002,ELITE
2395,29:44:43 h,30.03.-04.04.2009,202.2km/4stages,"de Saedeleer, Pol",BEL,1967.0,186,M,175,M40,40,29.74527777777778,2009,ELITE
2396,29:44:44 h,30.03.-04.04.2009,202.2km/4stages,"Hunt, Thomas",GBR,1975.0,187,M,176,M30,27,29.745555555555555,2009,ELITE
2397,29:44:57 h,08.-14.04.2018,237km/6stages,"Boudt, Mickael",FRA,1982.0,66,M,60,M35,18,29.749166666666667,2018,ELITE
2398,29:44:59 h,29.03.-04.04.1998,229km/6stages,"Algeri, Luigi",ITA,1960.0,86,M,83,M35,15,29.749722222222225,1998,ELITE
2399,29:45:03 h,04.-10.04.1995,230km/6stages,"Giffard, Philippe",FRA,1953.0,71,M,69,M40,10,29.750833333333333,1995,ELITE
2400,29:45:06 h,02.-12.04.1999,225km/6stages,"Sigel, Rolf",GER,1956.0,149,M,140,M40,26,29.751666666666665,1999,ELITE
2401,29:45:07 h,08.-14.04.2018,237km/6stages,"Kratz, Emily",USA,1978.0,67,F,7,W40,2,29.751944444444444,2018,ELITE
2402,29:45:19 h,09.-15.04.2017,250km/6stages,"Collin, Fabrice",FRA,1973.0,80,M,73,M40,10,29.755277777777778,2017,ELITE
2403,29:45:27 h,30.03.-04.04.2009,202.2km/4stages,"Allard, Serge",LUX,1963.0,188,M,177,M45,35,29.7575,2009,ELITE
2404,29:45:29 h,25.03.-04.04.2022,250km/6stages,"Gilmartin, John",IRL,1976.0,59,M,54,M45,12,29.758055555555554,2022,ELITE
2405,29:45:45 h,11.-17.04.2004,237km/6stages,"Queffelec, Jerome",FRA,1975.0,83,M,78,M20,8,29.7625,2004,ELITE
2406,29:45:49 h,08.-14.04.2012,250.7km/6stages,"Perrot, Christophe",FRA,1966.0,49,M,44,M45,3,29.76361111111111,2012,ELITE
2407,29:45:49 h,07.-13.04.2002,230km/6stages,"Cambon, Jean-Luc",FRA,1961.0,117,M,113,M40,26,29.76361111111111,2002,ELITE
2408,29:45:57 h,06.-12.04.2014,244km/6stages,"Toro Bustos, Anastasio",ESP,1973.0,42,M,41,M40,15,29.765833333333333,2014,ELITE
2409,29:45:58 h,11.-17.04.2004,237km/6stages,"Hemard, Sylvain",FRA,1961.0,84,M,79,M40,21,29.766111111111112,2004,ELITE
2410,29:46:05 h,07.-13.04.2019,237km/6stages,"Duncan, John",GBR,1988.0,85,M,81,M30,18,29.768055555555556,2019,ELITE
2411,29:46:35 h,06.-12.04.2003,243km/6stages,"Byrne, David",GBR,1970.0,55,M,55,M30,16,29.77638888888889,2003,ELITE
2412,29:46:51 h,30.03.-05.04.2008,245.3km/6stages,"Parra Talero, Edgar Alonso",COL,1966.0,61,M,60,M40,13,29.780833333333334,2008,ELITE
2413,29:46:59 h,21.04.-01.05.2023,250km/6stages,"Djiakouris, Andreas",CYP,1980.0,20,M,17,M40,4,29.783055555555556,2023,ELITE
2414,29:47:11 h,30.03.-05.04.2008,245.3km/6stages,"Diaz, Pierre",FRA,1975.0,62,M,61,M30,7,29.78638888888889,2008,ELITE
2415,29:47:12 h,25.03.-04.04.2022,250km/6stages,"Boersma, Bouke",USA,1979.0,60,M,55,M40,12,29.78666666666667,2022,ELITE
2416,29:47:13 h,30.03.-04.04.2009,202.2km/4stages,"MacKenzie, Ross",GBR,1977.0,189,M,178,M30,28,29.786944444444448,2009,ELITE
2417,29:47:25 h,07.-13.04.2002,230km/6stages,"Constantineau, Rene",CAN,1963.0,118,M,114,M35,23,29.790277777777778,2002,ELITE
2418,29:47:25 h,29.03.-04.04.1998,229km/6stages,"Zaffaroni, Marco Enrico",ITA,1962.0,87,M,84,M35,16,29.790277777777778,1998,ELITE
2419,29:47:37 h,02.-12.04.2010,245km/6stages,"Michel, Renaud",FRA,1972.0,33,M,32,M35,14,29.79361111111111,2010,ELITE
2420,29:47:37 h,06.-13.04.2025,250km/6stages,"Ramo, Alessandro",ITA,1980.0,42,M,39,M45,4,29.79361111111111,2025,ELITE
2421,29:48:04 h,02.-12.04.1999,225km/6stages,"Engelhardt, Manfred",GER,,150,M,141,#NA,,29.801111111111112,1999,ELITE
2422,29:48:11 h,02.-12.04.1999,225km/6stages,"De Giuli, Carlo",ITA,1971.0,151,M,142,M20,7,29.803055555555556,1999,ELITE
2423,29:48:24 h,08.-14.04.2012,250.7km/6stages,"Grego, Widy",FRA,1962.0,50,M,45,M50,4,29.80666666666667,2012,ELITE
2424,29:48:36 h,10.-16.04.2016,257km/6stages,"Cabrera, Jean-Michel",FRA,1978.0,30,M,28,M35,6,29.810000000000002,2016,ELITE
2425,29:49:12 h,05.-15.04.2013,250.7km/6stages,"Sugimura, Shingo",JPN,1975.0,90,M,85,M35,19,29.82,2013,ELITE
2426,29:49:22 h,10.-16.04.2005,245.7km/6stages,"Williams, Benjamin",GBR,1981.0,49,M,48,M20,3,29.822777777777777,2005,ELITE
2427,29:49:22 h,06.-13.04.2025,250km/6stages,"Gordon, Luke",GBR,1975.0,43,M,40,M50,4,29.822777777777777,2025,ELITE
2428,29:49:35 h,07.-13.04.2002,230km/6stages,"Vicente, Gilles",FRA,1965.0,119,M,115,M35,24,29.82638888888889,2002,ELITE
2429,29:49:46 h,25.-31.03.2007,221km/6stages,"Sauze, Francis",FRA,1955.0,111,M,103,M50,13,29.829444444444444,2007,ELITE
2430,29:50:03 h,06.-12.04.2014,244km/6stages,"Batory, Stefan",POL,1978.0,43,M,42,M35,10,29.834166666666665,2014,ELITE
2431,29:50:03 h,06.-12.04.2014,244km/6stages,"Jagiello, Dominik",POL,1971.0,44,M,42,M40,16,29.834166666666665,2014,ELITE
2432,29:50:05 h,30.03.-04.04.2009,202.2km/4stages,"Bowden, Simon",GBR,1971.0,190,M,179,M35,46,29.834722222222222,2009,ELITE
2433,29:50:05 h,06.-12.04.2003,243km/6stages,"Lequeux, Sylvain",FRA,1971.0,56,M,56,M30,17,29.834722222222222,2003,ELITE
2434,29:50:09 h,11.-17.04.2004,237km/6stages,"Lavigne, Patrick",FRA,1969.0,85,M,80,M35,14,29.835833333333333,2004,ELITE
2435,29:50:10 h,30.03.-04.04.2009,202.2km/4stages,"Hill, Nicholas",GBR,1974.0,191,M,180,M35,47,29.83611111111111,2009,ELITE
2436,29:50:24 h,01.-07.04.2001,243km/6stages,"Heinrich, Christian",FRA,1960.0,36,M,33,M40,9,29.84,2001,ELITE
2437,29:50:25 h,07.-13.04.2019,237km/6stages,"Guilera Sala, Monica",ESP,1979.0,86,F,5,W40,3,29.840277777777775,2019,ELITE
2438,29:50:26 h,06.-12.04.2003,243km/6stages,"Cordier, Patrick",FRA,1967.0,57,M,57,M35,5,29.840555555555554,2003,ELITE
2439,29:50:30 h,07.-13.04.2002,230km/6stages,"Coste, Patrick",FRA,1955.0,120,M,116,M45,19,29.841666666666665,2002,ELITE
2440,29:50:52 h,11.-17.04.2004,237km/6stages,"Hulton, Anthony",GBR,1978.0,86,M,81,M20,9,29.847777777777775,2004,ELITE
2441,29:50:55 h,07.-13.04.2019,237km/6stages,"Guntz, Clement",FRA,1975.0,87,M,82,M40,15,29.84861111111111,2019,ELITE
2442,29:50:58 h,07.-12.04.1997,220km/6stages,"Gadams, Buddy",USA,,122,M,117,#NA,,29.849444444444444,1997,ELITE
2443,29:50:58 h,06.-13.04.2025,250km/6stages,"Thielemans, Jelle",BEL,1990.0,44,M,41,M35,9,29.849444444444444,2025,ELITE
2444,29:51:06 h,02.-12.04.2010,245km/6stages,"Carreno Roman, Jose Antonio",ESP,1970.0,34,M,33,M40,10,29.851666666666667,2010,ELITE
2445,29:51:12 h,30.03.-05.04.2008,245.3km/6stages,"Meinecke, Hubertus",GER,1970.0,63,M,62,M35,22,29.853333333333335,2008,ELITE
2446,29:51:49 h,01.-07.04.2001,243km/6stages,"Posado Perez, Jose Luis",ESP,1954.0,37,M,34,M45,9,29.863611111111112,2001,ELITE
2447,29:52:06 h,06.-13.04.2025,250km/6stages,"Madonnini, Daniele",ITA,1977.0,45,M,42,M45,5,29.868333333333332,2025,ELITE
2448,29:52:24 h,03.-12.04.1987,220km/6stages,"Clemens, Gilles",FRA,,15,M,15,#NA,,29.873333333333335,1987,ELITE
2449,29:52:28 h,07.-13.04.2019,237km/6stages,"Ceballos Caicedo, Juan Carlos",COL,1983.0,88,M,83,M35,16,29.874444444444446,2019,ELITE
2450,29:52:49 h,09.-18.04.1994,220km/6stages,"Zubani, Paolo",ITA,1953.0,55,M,50,M40,12,29.880277777777778,1994,ELITE
2451,29:53:01 h,29.03.-04.04.1998,229km/6stages,"Lopez Mencia, B. Julia",ESP,,88,M,85,#NA,,29.88361111111111,1998,ELITE
2452,29:53:38 h,02.-12.04.1999,225km/6stages,"Duval, Philippe",FRA,1957.0,152,M,143,M40,27,29.89388888888889,1999,ELITE
2453,29:53:42 h,08.-14.04.2012,250.7km/6stages,"de Oliveira Simoes, Susana Paula",POR,1972.0,51,F,6,W40,2,29.895,2012,ELITE
2454,29:53:52 h,05.-11.04.2015,249km/6stages,"Lerogeron, Francois",FRA,1975.0,49,M,47,M40,14,29.897777777777776,2015,ELITE
2455,29:54:14 h,08.-14.04.2012,250.7km/6stages,"Charlin, Jean-Baptiste",FRA,1981.0,52,M,46,M30,5,29.903888888888886,2012,ELITE
2456,29:54:24 h,29.03.-04.04.1998,229km/6stages,"Feraud, Stephanie",FRA,,89,F,4,#NA,,29.906666666666666,1998,ELITE
2457,29:54:24 h,08.-14.04.2018,237km/6stages,"Chapman, Toby",GBR,,68,M,61,#NA,,29.906666666666666,2018,ELITE
2458,29:54:34 h,30.03.-04.04.2009,202.2km/4stages,"Rovira Casadevall, Josep",ESP,1955.0,192,M,181,M50,11,29.909444444444443,2009,ELITE
2459,29:54:39 h,05.-11.04.2015,249km/6stages,"Sedykh, Natalia",RUS,1988.0,50,F,3,W20,1,29.910833333333333,2015,ELITE
2460,29:54:53 h,21.04.-01.05.2023,250km/6stages,"Theunissen, Thiemo",NED,1983.0,21,M,18,M40,5,29.91472222222222,2023,ELITE
2461,29:55:04 h,29.03.-04.04.1998,229km/6stages,"Smith, Lisa",USA,1960.0,90,F,5,W35,3,29.91777777777778,1998,ELITE
2462,29:55:07 h,02.-12.04.1999,225km/6stages,"Barahona, Alicja",USA,1954.0,153,F,10,W45,2,29.91861111111111,1999,ELITE
2463,29:55:16 h,03.-12.04.1988,220km/6stages,"Chevroton, Philippe",FRA,,92,M,88,#NA,,29.921111111111113,1988,ELITE
2464,29:55:20 h,07.-12.04.1997,220km/6stages,"Meyer, Roger",FRA,1963.0,123,M,118,M30,11,29.922222222222224,1997,ELITE
2465,29:55:36 h,29.03.-04.04.1998,229km/6stages,"Cambon, Jean-Luc",FRA,1961.0,91,M,86,M35,17,29.92666666666667,1998,ELITE
2466,29:56:03 h,04.-10.04.2000,220km/6stages,"Frixe, Eberhard",GER,1950.0,55,M,52,M50,5,29.934166666666666,2000,ELITE
2467,29:56:03 h,04.-14.04.2024,250km/6stages,"Welch, Alexander",GBR,1995.0,30,M,28,M20,6,29.934166666666666,2024,ELITE
2468,29:56:04 h,15.-24.03.1990,220km/6stages,"Fleck, Gerard",FRA,,72,M,65,#NA,,29.934444444444445,1990,ELITE
