rank_overall,performance,date,length,name,nationality,yob,rank_edition,gender,rank_gender,age_cat,rank_cat,finish_hours,year,tier
2469,29:56:13 h,04.-10.04.2000,220km/6stages,"Sasse, Karim",FRA,1960.0,56,M,53,M40,11,29.936944444444446,2000,ELITE
2470,29:56:17 h,30.03.-04.04.2009,202.2km/4stages,"Bjarnason, Justin",ISL,1975.0,193,M,182,M30,29,29.938055555555557,2009,ELITE
2471,29:56:17 h,11.-17.04.2004,237km/6stages,"Brunschwig, Philippe",FRA,1951.0,87,M,82,M50,6,29.938055555555557,2004,ELITE
2472,29:56:24 h,08.-14.04.2018,237km/6stages,"Vanherpe, Kasper",BEL,1994.0,69,M,62,M20,7,29.94,2018,ELITE
2473,29:56:32 h,03.-09.10.2021,234km/6stages,"Inda, Philippe",FRA,1967.0,15,M,15,M50,2,29.942222222222224,2021,ELITE
2474,29:56:32 h,04.-10.04.1995,230km/6stages,"Fievez, Michel",FRA,,72,M,70,#NA,,29.942222222222224,1995,ELITE
2475,29:56:44 h,09.-15.04.2017,250km/6stages,"Khaldin, Anton",RUS,1984.0,81,M,74,M30,11,29.945555555555554,2017,ELITE
2476,29:56:48 h,02.-12.04.1999,225km/6stages,"Thornton, Robert",GBR,,154,M,144,#NA,,29.946666666666665,1999,ELITE
2477,29:56:50 h,03.-12.04.1988,220km/6stages,"Bourganou, Youssel",FRA,,93,M,89,#NA,,29.947222222222223,1988,ELITE
2478,29:56:53 h,05.-15.04.2013,250.7km/6stages,"Beale, Marcus",GBR,1971.0,91,M,86,M40,21,29.948055555555555,2013,ELITE
2479,29:56:55 h,30.03.-04.04.2009,202.2km/4stages,"Aeschlimann, Sacha",SUI,1970.0,194,M,183,M35,48,29.948611111111113,2009,ELITE
2480,29:57:01 h,29.03.-04.04.1998,229km/6stages,"Vassaliere, Michel",FRA,1945.0,92,M,87,M50,4,29.950277777777778,1998,ELITE
2481,29:57:03 h,01.-07.04.2001,243km/6stages,"Mittnacht, Alexander",GER,1968.0,38,M,35,M30,3,29.950833333333332,2001,ELITE
2482,29:57:15 h,29.03.-04.04.1998,229km/6stages,"Bordelais, Stephane",FRA,1962.0,93,M,88,M35,18,29.954166666666666,1998,ELITE
2483,29:57:19 h,05.-11.04.2015,249km/6stages,"Nottle, Joshua",AUS,1975.0,51,M,48,M40,15,29.955277777777777,2015,ELITE
2484,29:58:08 h,09.-15.04.2017,250km/6stages,"Davies, Angus",GBR,1988.0,82,M,75,M20,11,29.968888888888888,2017,ELITE
2485,29:58:22 h,04.-10.04.2000,220km/6stages,"Raulet, Philippe",FRA,1968.0,57,M,54,M30,8,29.972777777777775,2000,ELITE
2486,29:58:26 h,11.-17.04.2004,237km/6stages,"Di Vito, Lorena Antonietta",ITA,1962.0,88,F,6,W40,1,29.973888888888887,2004,ELITE
2487,29:58:29 h,02.-12.04.1999,225km/6stages,"Stewart, James",GBR,1976.0,155,M,145,M20,8,29.97472222222222,1999,ELITE
2488,29:58:37 h,08.-14.04.2018,237km/6stages,"McGrath, Nick",IRL,1972.0,70,M,63,M45,11,29.97694444444444,2018,ELITE
2489,29:58:39 h,30.03.-05.04.2008,245.3km/6stages,"Saxton, Alexander",GBR,1982.0,64,M,63,M20,3,29.9775,2008,ELITE
2490,29:58:42 h,09.-15.04.2006,212km/6stages,"Ragueneau, Christophe",FRA,1957.0,99,M,95,M45,15,29.97833333333333,2006,ELITE
2491,29:58:43 h,10.-16.04.2016,257km/6stages,"Maciel, Fernanda",BRA,1980.0,31,F,3,W35,1,29.97861111111111,2016,ELITE
2492,29:58:43 h,02.-12.04.1999,225km/6stages,"Fujikake, Reiko",JPN,,156,F,11,#NA,,29.97861111111111,1999,ELITE
2493,29:58:52 h,06.-12.04.2003,243km/6stages,"Martinoli, Michel-Rene",FRA,1948.0,58,M,58,M55,2,29.981111111111108,2003,ELITE
2494,29:58:56 h,04.-10.04.1995,230km/6stages,"Fabre, Corinne",FRA,,73,F,3,#NA,,29.98222222222222,1995,ELITE
2495,29:59:04 h,11.-17.04.2004,237km/6stages,"Harlan, Theodore",USA,1977.0,89,M,83,M20,10,29.984444444444446,2004,ELITE
2496,29:59:06 h,25.03.-04.04.2022,250km/6stages,"Rainbow, Bethany",GBR,1996.0,61,F,6,W20,1,29.985,2022,ELITE
2497,29:59:14 h,04.-10.04.2000,220km/6stages,"Allaire, Pierre",FRA,1962.0,58,M,55,M35,4,29.987222222222222,2000,ELITE
2498,29:59:25 h,25.-31.03.2007,221km/6stages,"Derouet, Eric",FRA,1974.0,112,M,104,M30,15,29.990277777777777,2007,ELITE
2499,29:59:29 h,30.03.-04.04.2009,202.2km/4stages,"Kayser, Marc",LUX,1955.0,195,M,184,M50,12,29.99138888888889,2009,ELITE
2500,29:59:57 h,07.-13.04.2002,230km/6stages,"Qurashi, Nadeem",GBR,1979.0,121,M,117,M20,14,29.999166666666667,2002,ELITE
2501,30:00:20 h,10.-16.04.2005,245.7km/6stages,"Hardouin Monroy, Ferdinando",ITA,1953.0,50,M,49,M50,4,30.005555555555556,2005,MID
2502,30:00:21 h,07.-13.04.2019,237km/6stages,"Droin, Frederic",FRA,1972.0,89,M,84,M45,15,30.00583333333333,2019,MID
2503,30:00:33 h,06.-12.04.2014,244km/6stages,"Vandenbroucke, Lieven",BEL,1980.0,45,M,44,M30,6,30.009166666666665,2014,MID
2504,30:00:49 h,25.-31.03.2007,221km/6stages,"Audibert, Philippe",FRA,1962.0,113,M,105,M45,18,30.01361111111111,2007,MID
2505,30:01:02 h,02.-12.04.1999,225km/6stages,"Harrison, Charles",GBR,1972.0,157,M,146,M20,9,30.01722222222222,1999,MID
2506,30:01:05 h,08.-14.04.2018,237km/6stages,"Germain, Jerome",FRA,1981.0,71,M,64,M35,19,30.018055555555556,2018,MID
2507,30:01:25 h,06.-13.04.2025,250km/6stages,"Butt, Jack",GBR,1994.0,46,M,43,M30,9,30.02361111111111,2025,MID
2508,30:01:26 h,08.-14.04.2018,237km/6stages,"Keszthelyi, David",AUT,1976.0,72,M,65,M40,9,30.023888888888887,2018,MID
2509,30:01:30 h,15.-24.03.1990,220km/6stages,"Muischneer, Bihagi",SUI,,73,F,8,#NA,,30.025,1990,MID
2510,30:01:34 h,09.-15.04.2017,250km/6stages,"Stafford-Allen, James",GBR,1985.0,83,M,76,M30,12,30.02611111111111,2017,MID
2511,30:01:37 h,07.-13.04.2002,230km/6stages,"Farriol Batalla, Jordi",ESP,1967.0,122,M,118,M35,25,30.026944444444442,2002,MID
2512,30:01:43 h,07.-13.04.2002,230km/6stages,"Leplatois, Michael",FRA,1969.0,123,M,119,M30,27,30.02861111111111,2002,MID
2513,30:01:49 h,15.-24.03.1990,220km/6stages,"Dick, Lionel",ZIM,,74,M,66,#NA,,30.030277777777776,1990,MID
2514,30:02:03 h,30.03.-04.04.2009,202.2km/4stages,"Wolfenden, Michael",GBR,1957.0,196,M,185,M50,13,30.034166666666668,2009,MID
2515,30:02:07 h,07.-12.04.1997,220km/6stages,"Guyomar, Yves",FRA,1950.0,124,M,119,M45,14,30.03527777777778,1997,MID
2516,30:02:15 h,05.-11.04.2015,249km/6stages,"McKerr, Darryl",GBR,1982.0,52,M,49,M30,12,30.0375,2015,MID
2517,30:02:16 h,07.-13.04.2002,230km/6stages,"Shields, Paul",GBR,1962.0,124,M,120,M40,27,30.03777777777778,2002,MID
2518,30:02:25 h,09.-15.04.2017,250km/6stages,"Crotti, Federico",ITA,1966.0,84,M,77,M50,8,30.040277777777778,2017,MID
2519,30:02:26 h,10.-16.04.2016,257km/6stages,"Barnes, Elisabet",SWE,1977.0,32,F,4,W35,2,30.040555555555557,2016,MID
2520,30:02:29 h,11.-17.04.2004,237km/6stages,"Christensen, Per",DEN,1974.0,90,M,84,M30,16,30.04138888888889,2004,MID
2521,30:02:36 h,09.-15.04.2006,212km/6stages,"Luciani, Marc",FRA,1962.0,100,M,96,M40,24,30.043333333333337,2006,MID
2522,30:02:37 h,11.-17.04.2004,237km/6stages,"Bossant, Daniel",FRA,1962.0,91,M,85,M40,22,30.04361111111111,2004,MID
2523,30:02:38 h,07.-13.04.2002,230km/6stages,"Wagener, Guy",LUX,1956.0,125,M,121,M45,20,30.04388888888889,2002,MID
2524,30:02:51 h,05.-15.04.2013,250.7km/6stages,"Rodriguez, Benoit",FRA,1979.0,92,M,87,M30,16,30.047500000000003,2013,MID
2525,30:02:53 h,29.03.-04.04.1998,229km/6stages,"El Mouadden, Abdelkrim",MAR,,94,M,89,#NA,,30.048055555555557,1998,MID
2526,30:03:10 h,30.03.-05.04.2008,245.3km/6stages,"Le Roux, Michael",AUS,1975.0,65,M,64,M30,8,30.052777777777777,2008,MID
2527,30:03:10 h,07.-13.04.2019,237km/6stages,"Duffield, Alastair",GBR,1995.0,90,M,85,M20,11,30.052777777777777,2019,MID
2528,30:03:11 h,25.03.-04.04.2022,250km/6stages,"Martinon, Jean-Baptiste",FRA,1995.0,62,M,56,M20,8,30.053055555555556,2022,MID
2529,30:03:26 h,05.-15.04.2013,250.7km/6stages,"Hagard, Sebastien",FRA,1975.0,93,M,88,M35,20,30.057222222222222,2013,MID
2530,30:03:34 h,30.03.-04.04.2009,202.2km/4stages,"Rossi, Luciano",ITA,1957.0,197,M,186,M50,14,30.059444444444445,2009,MID
2531,30:03:43 h,19.-25.03.1989,209km/6stages,"Viger, Raoul",FRA,,69,M,63,#NA,,30.061944444444446,1989,MID
2532,30:03:48 h,30.03.-04.04.2009,202.2km/4stages,"Pichat, Franck",FRA,1965.0,198,M,187,M40,41,30.063333333333333,2009,MID
2533,30:04:06 h,15.-24.03.1990,220km/6stages,"Sellier, Laurent",FRA,1966.0,75,M,67,M20,7,30.06833333333333,1990,MID
2534,30:04:13 h,07.-13.04.2002,230km/6stages,"Lagarrigue, Jacques",FRA,1953.0,126,M,122,M45,21,30.07027777777778,2002,MID
2535,30:04:13 h,04.-10.04.1996,220km/6stages,"Loison, Alain",FRA,1958.0,28,M,27,M35,3,30.07027777777778,1996,MID
2536,30:04:45 h,06.-12.04.2003,243km/6stages,"Legroux, Yannick",FRA,1971.0,59,M,59,M30,18,30.079166666666666,2003,MID
2537,30:04:57 h,05.-11.04.2015,249km/6stages,"Pechnikov, Aleksei",RUS,1972.0,53,M,50,M40,16,30.0825,2015,MID
2538,30:04:57 h,02.-12.04.1999,225km/6stages,"Lambert, Vincent",FRA,1963.0,158,M,147,M35,21,30.0825,1999,MID
2539,30:04:59 h,06.-12.04.2014,244km/6stages,"Murcia, David",FRA,1972.0,46,M,45,M40,17,30.083055555555557,2014,MID
2540,30:04:59 h,25.03.-04.04.2022,250km/6stages,"Schindler, Jonathan",SUI,1992.0,63,M,57,M30,8,30.083055555555557,2022,MID
2541,30:05:03 h,06.-12.04.2014,244km/6stages,"Melo Ferreira Colaco, Joao Miguel",POR,1974.0,47,M,46,M40,18,30.084166666666665,2014,MID
2542,30:05:10 h,29.03.-04.04.1998,229km/6stages,"Lozano, Antoine",FRA,1958.0,95,M,90,M40,11,30.08611111111111,1998,MID
2543,30:05:16 h,06.-13.04.2025,250km/6stages,"Waigand, Markus",GER,1981.0,47,M,44,M40,10,30.087777777777777,2025,MID
2544,30:05:19 h,06.-12.04.2014,244km/6stages,"Klein, Laurence",FRA,1969.0,48,F,2,W45,2,30.08861111111111,2014,MID
2545,30:05:23 h,30.03.-04.04.2009,202.2km/4stages,"Aguado Hipola, Carlos",ESP,1957.0,199,M,188,M50,15,30.08972222222222,2009,MID
2546,30:05:23 h,30.03.-04.04.2009,202.2km/4stages,"Araque Lebron, Francisco Javier",ESP,1966.0,199,M,188,M40,42,30.08972222222222,2009,MID
2547,30:05:24 h,06.-12.04.2003,243km/6stages,"Gouiffes, Didier",FRA,1964.0,60,M,60,M35,6,30.09,2003,MID
2548,30:05:32 h,30.03.-04.04.2009,202.2km/4stages,"Echeverribar Fleta, Artemio Francisco",ESP,1966.0,201,M,190,M40,43,30.092222222222222,2009,MID
2549,30:05:32 h,06.-13.04.2025,250km/6stages,"Brak, Annelies",BEL,1987.0,48,F,4,W35,3,30.092222222222222,2025,MID
2550,30:05:35 h,11.-17.04.2004,237km/6stages,"Willis, Gary",GBR,1973.0,92,M,86,M30,17,30.093055555555555,2004,MID
2551,30:05:41 h,05.-11.04.2015,249km/6stages,"Lum, Richard",GBR,1987.0,54,M,51,M20,4,30.09472222222222,2015,MID
2552,30:05:44 h,29.03.-04.04.1998,229km/6stages,"Auguste, Gerard",FRA,1949.0,96,M,91,M45,9,30.095555555555553,1998,MID
2553,30:05:45 h,02.-12.04.1999,225km/6stages,"Beauvallet, Francis",FRA,1954.0,159,M,148,M45,23,30.09583333333333,1999,MID
2554,30:05:46 h,07.-12.04.1997,220km/6stages,"Maeda, Emiko",JPN,1971.0,125,F,6,W20,1,30.09611111111111,1997,MID
2555,30:05:51 h,30.03.-04.04.2009,202.2km/4stages,"Dufour, Jacques",FRA,1959.0,202,M,191,M50,16,30.0975,2009,MID
2556,30:05:51 h,30.03.-04.04.2009,202.2km/4stages,"Martin, Olivier",FRA,1964.0,202,M,191,M45,36,30.0975,2009,MID
2557,30:05:56 h,06.-13.04.2025,250km/6stages,"Ivanoff, David",FRA,1969.0,49,M,45,M55,1,30.098888888888887,2025,MID
2558,30:06:12 h,05.-15.04.2013,250.7km/6stages,"Ng, Shiaw-Hwa (Janet)",HKG,1970.0,94,F,6,W40,1,30.103333333333335,2013,MID
2559,30:06:16 h,21.04.-01.05.2023,250km/6stages,"Kotenkov, Nikolai",RUS,1986.0,22,M,19,M35,8,30.104444444444447,2023,MID
2560,30:06:32 h,07.-13.04.2019,237km/6stages,"Lamour, Julien",FRA,1981.0,91,M,86,M35,17,30.10888888888889,2019,MID
2561,30:06:34 h,08.-14.04.2018,237km/6stages,"Moreno, Juan",ESP,1974.0,73,M,66,M40,10,30.109444444444446,2018,MID
2562,30:06:36 h,04.-10.04.1995,230km/6stages,"Souton, Yves",FRA,1941.0,74,M,71,M50,3,30.110000000000003,1995,MID
2563,30:06:43 h,25.03.-04.04.2022,250km/6stages,"Shamoon, Fadie",GBR,1981.0,64,M,58,M40,13,30.111944444444447,2022,MID
2564,30:06:44 h,08.-14.04.2018,237km/6stages,"Bagy, Hakim",FRA,1968.0,74,M,67,M50,6,30.112222222222222,2018,MID
2565,30:06:54 h,04.-14.04.2024,250km/6stages,"van Cauter, Stijn",BEL,1996.0,31,M,29,M20,7,30.115000000000002,2024,MID
2566,30:07:02 h,21.04.-01.05.2023,250km/6stages,"Ahansal, Lahcen",MAR,1971.0,23,M,20,M50,2,30.11722222222222,2023,MID
2567,30:07:05 h,04.-10.04.1996,220km/6stages,"Cros, Jacques",FRA,1947.0,29,M,28,M45,4,30.118055555555557,1996,MID
2568,30:07:10 h,09.-15.04.2006,212km/6stages,"Louault, Benoit",FRA,1974.0,101,M,97,M30,17,30.119444444444444,2006,MID
2569,30:07:16 h,11.-17.04.2004,237km/6stages,"Cheetham, James",GBR,1977.0,93,M,87,M20,11,30.121111111111112,2004,MID
2570,30:07:29 h,25.03.-04.04.2022,250km/6stages,"Culshaw, Amelia",GBR,1973.0,65,F,7,W45,1,30.12472222222222,2022,MID
2571,30:07:30 h,25.-31.03.2007,221km/6stages,"Siegenthaler, Martin",SUI,1982.0,114,M,106,M20,11,30.125,2007,MID
2572,30:07:34 h,11.-17.04.2004,237km/6stages,"Dechenaux, Bernard",FRA,1957.0,94,M,88,M45,14,30.12611111111111,2004,MID
2573,30:07:36 h,25.-31.03.2007,221km/6stages,"Gonzalez Gimenez, Salvador",ESP,1973.0,115,M,107,M30,16,30.12666666666667,2007,MID
2574,30:07:38 h,21.04.-01.05.2023,250km/6stages,"Mainard, Gael",FRA,1976.0,24,M,21,M45,1,30.127222222222223,2023,MID
2575,30:08:03 h,04.-14.04.2024,250km/6stages,"Odonnell, John",GBR,,32,M,30,#NA,,30.134166666666665,2024,MID
2576,30:08:09 h,10.-16.04.2016,257km/6stages,"Stonor, Alexander",GBR,1987.0,33,M,29,M20,2,30.135833333333334,2016,MID
2577,30:08:41 h,06.-12.04.2014,244km/6stages,"Berggren, Marcus",SWE,1974.0,49,M,47,M40,19,30.14472222222222,2014,MID
2578,30:09:19 h,07.-13.04.2002,230km/6stages,"Landois, Philippe",FRA,1954.0,127,M,123,M45,22,30.155277777777776,2002,MID
2579,30:09:28 h,09.-15.04.2006,212km/6stages,"Bruun, Lars Vesterby",DEN,1966.0,102,M,98,M40,25,30.157777777777778,2006,MID
2580,30:09:37 h,29.03.-04.04.1998,229km/6stages,"Buckley, Paul",GBR,,97,M,92,#NA,,30.160277777777775,1998,MID
2581,30:10:04 h,07.-12.04.1997,220km/6stages,"El Jaoual, Brahim",MAR,1938.0,126,M,120,M55,3,30.16777777777778,1997,MID
2582,30:10:09 h,01.-07.04.2001,243km/6stages,"Galan Perez, Jose Manuel",ESP,,39,M,36,#NA,,30.16916666666667,2001,MID
2583,30:10:16 h,30.03.-04.04.2009,202.2km/4stages,"Kabbaj, Mohamed Amine",MAR,1952.0,204,M,193,M55,6,30.171111111111113,2009,MID
2584,30:10:29 h,02.-12.04.1999,225km/6stages,"Fiorini, Patrizio",ITA,,160,M,149,#NA,,30.174722222222222,1999,MID
2585,30:10:32 h,08.-14.04.2018,237km/6stages,"Chetcuti, Steven",MLT,1976.0,75,M,68,M40,11,30.175555555555558,2018,MID
2586,30:10:37 h,07.-12.04.1997,220km/6stages,"Roudaut, Yves-Marie",MAR,,127,M,121,#NA,,30.176944444444445,1997,MID
2587,30:10:45 h,05.-15.04.2013,250.7km/6stages,"Bonnot, Sebastien",FRA,1974.0,95,M,89,M35,21,30.179166666666667,2013,MID
2588,30:11:02 h,30.03.-04.04.2009,202.2km/4stages,"Herget, Thomas",GER,1958.0,205,M,194,M50,17,30.183888888888887,2009,MID
2589,30:11:05 h,30.03.-05.04.2008,245.3km/6stages,"Zehendner, Ali",GER,1963.0,66,M,65,M45,10,30.184722222222224,2008,MID
2590,30:11:12 h,05.-15.04.2013,250.7km/6stages,"Jones, David",GBR,1976.0,96,M,90,M35,22,30.186666666666667,2013,MID
2591,30:11:26 h,09.-15.04.2017,250km/6stages,"King, James",GBR,1987.0,85,M,78,M30,13,30.190555555555555,2017,MID
2592,30:11:36 h,08.-14.04.2012,250.7km/6stages,"Withey, Edward",GBR,1984.0,53,M,47,M20,4,30.193333333333335,2012,MID
2593,30:11:42 h,07.-13.04.2002,230km/6stages,"Ait Amar, Mustapha",MAR,1974.0,128,M,124,M20,15,30.195,2002,MID
2594,30:11:43 h,30.03.-04.04.2009,202.2km/4stages,"McMaster, Andrew",GBR,1970.0,206,M,195,M35,49,30.19527777777778,2009,MID
2595,30:11:56 h,10.-16.04.2005,245.7km/6stages,"Roussel, Felix",FRA,1950.0,51,M,50,M55,2,30.198888888888888,2005,MID
2596,30:12:05 h,05.-11.04.2015,249km/6stages,"Olsen, Mikkel Højborg",DEN,1987.0,55,M,52,M20,5,30.20138888888889,2015,MID
2597,30:12:34 h,08.-14.04.2018,237km/6stages,"Orozco, Francisco",ESP,1972.0,76,M,69,M45,12,30.209444444444443,2018,MID
2598,30:12:41 h,06.-12.04.2003,243km/6stages,"Dessureault, Serge",CAN,1964.0,61,M,61,M35,7,30.211388888888887,2003,MID
2599,30:12:41 h,04.-10.04.2000,220km/6stages,"Kuhn, Thierry",FRA,1958.0,59,M,56,M40,12,30.211388888888887,2000,MID
2600,30:12:58 h,15.-24.03.1990,220km/6stages,"Nocker, Prafulla",AUT,1962.0,76,F,9,W20,1,30.21611111111111,1990,MID
2601,30:12:58 h,25.03.-04.04.2022,250km/6stages,"Bouriel, Yoann",FRA,1983.0,66,M,59,M35,12,30.21611111111111,2022,MID
2602,30:13:15 h,02.-12.04.1999,225km/6stages,"Bacchi, Claudio",ITA,,161,M,150,#NA,,30.22083333333333,1999,MID
2603,30:13:28 h,05.-15.04.2013,250.7km/6stages,"Rubner, Matthias",ITA,1976.0,97,M,91,M35,23,30.224444444444444,2013,MID
2604,30:13:34 h,02.-12.04.2010,245km/6stages,"Ahuja, Vijay",GBR,1982.0,35,M,34,M20,1,30.22611111111111,2010,MID
2605,30:13:36 h,02.-12.04.2010,245km/6stages,"Paitier, Jerome",FRA,1967.0,36,M,35,M40,11,30.226666666666667,2010,MID
2606,30:13:39 h,07.-12.04.1997,220km/6stages,"Thomas, Bruno",FRA,1946.0,128,M,122,M50,7,30.2275,1997,MID
2607,30:13:40 h,01.-07.04.2001,243km/6stages,"Deplaigne, Fabrice",FRA,1961.0,40,M,37,M40,10,30.227777777777778,2001,MID
2608,30:13:42 h,15.-24.03.1990,220km/6stages,"Baviere, Gaetan",FRA,1962.0,77,M,68,M20,8,30.22833333333333,1990,MID
2609,30:13:43 h,25.-31.03.2007,221km/6stages,"Abdellatif, Jalal",MAR,1959.0,116,M,108,M45,19,30.22861111111111,2007,MID
2610,30:13:48 h,05.-11.04.2015,249km/6stages,"Wood, James",GBR,1990.0,56,M,53,M20,6,30.229999999999997,2015,MID
2611,30:14:09 h,01.-07.04.2001,243km/6stages,"Lecomte, Pierrick",FRA,1968.0,41,M,38,M30,4,30.235833333333336,2001,MID
2612,30:14:09 h,03.-12.04.1988,220km/6stages,"Denis, Patrick",FRA,,94,M,90,#NA,,30.235833333333336,1988,MID
2613,30:14:15 h,30.03.-04.04.2009,202.2km/4stages,"Scotti, Giuseppe",ITA,1964.0,207,M,196,M45,37,30.2375,2009,MID
2614,30:14:16 h,07.-13.04.2002,230km/6stages,"Shipley, Stuart",GBR,1958.0,129,M,125,M40,28,30.23777777777778,2002,MID
2615,30:14:27 h,05.-15.04.2013,250.7km/6stages,"Eder, Wilfrid",FRA,1963.0,98,M,92,M50,6,30.240833333333335,2013,MID
2616,30:14:27 h,21.04.-01.05.2023,250km/6stages,"Ragland, Blake",USA,1981.0,25,M,22,M40,6,30.240833333333335,2023,MID
2617,30:14:28 h,02.-12.04.1999,225km/6stages,"Julien, Patrick",FRA,1967.0,162,M,151,M30,17,30.241111111111113,1999,MID
2618,30:14:31 h,02.-12.04.2010,245km/6stages,"Miota Ibarra, Jose",ESP,1980.0,37,M,36,M30,7,30.241944444444446,2010,MID
2619,30:14:35 h,05.-11.04.2015,249km/6stages,"Balard, Patrice",FRA,1965.0,57,M,54,M50,3,30.243055555555557,2015,MID
2620,30:14:39 h,30.03.-05.04.2008,245.3km/6stages,"Charvolin, Christian",FRA,1966.0,67,M,66,M40,14,30.24416666666667,2008,MID
2621,30:14:49 h,05.-11.04.2015,249km/6stages,"Batin, Boris",RUS,1983.0,58,M,55,M30,13,30.246944444444445,2015,MID
2622,30:14:53 h,02.-12.04.1999,225km/6stages,"Robbins, Brick",USA,1959.0,163,M,152,M40,28,30.248055555555556,1999,MID
2623,30:14:57 h,07.-13.04.2019,237km/6stages,"Illman, Christopher",GBR,1987.0,92,M,87,M30,19,30.249166666666667,2019,MID
2624,30:14:59 h,05.-11.04.2015,249km/6stages,"Sugimura, Shingo",JPN,1975.0,59,M,56,M40,17,30.249722222222225,2015,MID
2625,30:15:11 h,08.-14.04.2018,237km/6stages,"Liukku, Arttu",FIN,1978.0,77,M,70,M40,12,30.253055555555555,2018,MID
2626,30:15:14 h,06.-13.04.2025,250km/6stages,"McCulloch, Jamie",USA,1992.0,50,M,46,M30,10,30.253888888888888,2025,MID
2627,30:15:16 h,04.-10.04.1995,230km/6stages,"Papaluca, Giuseppe",ITA,1958.0,75,M,72,M35,8,30.254444444444445,1995,MID
2628,30:15:21 h,11.-17.04.2004,237km/6stages,"Howells, Paul",GBR,1961.0,95,M,89,M40,23,30.25583333333333,2004,MID
2629,30:15:39 h,30.03.-04.04.2009,202.2km/4stages,"Bogaert, Jan",BEL,1979.0,208,M,197,M30,30,30.260833333333334,2009,MID
2630,30:15:41 h,05.-15.04.2013,250.7km/6stages,"Lamoureux, Frederic",FRA,1973.0,99,M,93,M40,22,30.261388888888888,2013,MID
2631,30:15:50 h,30.03.-05.04.2008,245.3km/6stages,"Robert, Vincent",CAN,1966.0,68,M,67,M40,15,30.26388888888889,2008,MID
2632,30:15:51 h,01.-07.04.2001,243km/6stages,"Hewitson, Paul",NZL,1963.0,42,M,39,M35,9,30.264166666666668,2001,MID
2633,30:15:52 h,30.03.-04.04.2009,202.2km/4stages,"Simonet, Thierry",FRA,1961.0,209,M,198,M45,38,30.264444444444443,2009,MID
2634,30:15:54 h,07.-13.04.2019,237km/6stages,"Cozzani, Sebastien",FRA,1976.0,93,M,88,M40,16,30.265,2019,MID
2635,30:16:13 h,30.03.-04.04.2009,202.2km/4stages,"Grosbusch, Rene",LUX,1954.0,210,M,199,M55,7,30.27027777777778,2009,MID
2636,30:16:20 h,11.-22.04.1992,231km/6stages,"Mantoulan, Jeanine",FRA,,43,F,3,#NA,,30.272222222222222,1992,MID
2637,30:16:21 h,03.-09.04.2011,250.7km/6stages,"Aguilera Viladomiu, Monica",ESP,1974.0,37,F,5,W35,3,30.272499999999997,2011,MID
2638,30:16:23 h,30.03.-04.04.2009,202.2km/4stages,"Oliviero, Gilles",FRA,1958.0,211,M,200,M50,18,30.273055555555555,2009,MID
2639,30:16:24 h,07.-13.04.2002,230km/6stages,"Aragon, Patrick",FRA,1956.0,130,M,126,M45,23,30.273333333333333,2002,MID
2640,30:16:25 h,06.-12.04.2014,244km/6stages,"Ghandoura, Anys",FRA,1974.0,50,M,48,M40,20,30.27361111111111,2014,MID
2641,30:16:36 h,25.03.-04.04.2022,250km/6stages,"Segovia Alias, Antonio",ESP,1972.0,67,M,60,M50,7,30.276666666666667,2022,MID
2642,30:16:37 h,30.03.-04.04.2009,202.2km/4stages,"Ortolani, Sergio",ITA,1954.0,212,M,201,M55,8,30.276944444444442,2009,MID
2643,30:16:55 h,06.-13.04.2025,250km/6stages,"Monnaie, Alicia",FRA,1974.0,51,F,5,W50,1,30.281944444444445,2025,MID
2644,30:17:07 h,05.-15.04.2013,250.7km/6stages,"Greenwood, Simon",GBR,1986.0,100,M,94,M20,9,30.28527777777778,2013,MID
2645,30:17:07 h,05.-15.04.2013,250.7km/6stages,"Laboroi, Frederic",FRA,1974.0,100,M,94,M35,24,30.28527777777778,2013,MID
2646,30:17:08 h,04.-10.04.1996,220km/6stages,"Fain, Roland",FRA,,30,M,29,#NA,,30.285555555555558,1996,MID
2647,30:17:18 h,09.-15.04.2017,250km/6stages,"Diez Fontanet, Laia",ESP,1978.0,86,F,8,W35,4,30.288333333333334,2017,MID
2648,30:17:38 h,08.-14.04.2018,237km/6stages,"Keen, Stirling",GBR,,78,M,71,#NA,,30.29388888888889,2018,MID
2649,30:17:47 h,07.-12.04.1997,220km/6stages,"Dahy, Annie",FRA,,129,F,7,#NA,,30.29638888888889,1997,MID
2650,30:17:50 h,03.-12.04.1988,220km/6stages,"Avezoux, Max",FRA,1930.0,95,M,91,M55,1,30.297222222222224,1988,MID
2651,30:18:03 h,06.-12.04.2003,243km/6stages,"Clauser, Hugues",FRA,1964.0,62,M,62,M35,8,30.300833333333333,2003,MID
2652,30:18:08 h,30.03.-04.04.2009,202.2km/4stages,"Fin, Fabien",FRA,1967.0,213,M,202,M40,44,30.302222222222223,2009,MID
2653,30:18:19 h,29.03.-04.04.1998,229km/6stages,"Souton, Yves",FRA,1941.0,98,M,93,M55,3,30.30527777777778,1998,MID
2654,30:18:28 h,10.-16.04.2005,245.7km/6stages,"Corbarieu, Thierry",FRA,1969.0,52,M,51,M35,10,30.30777777777778,2005,MID
2655,30:18:45 h,06.-13.04.2025,250km/6stages,"Boumeriame, Karim",FRA,1989.0,52,M,47,M35,10,30.3125,2025,MID
